k|packed
B|106765045_504296|fortune-9284594~08-07~10~3 fortune-9319789~07-31~10~4 jack-4272032~08-01~10~16 jack-7474305~08-01~11~4701 fortune-1267646~08-01~00~2 jack-3446773~08-02~10~47627 fortune-3461875~08-01~00~3 jack-3138491~08-07~10~5 jack-5868749~08-07~10~10548 jack-5426067~08-01~10~3 jack-1961381~08-01~10~878 jack-0962399~08-06~10~4 jack-0585462~08-07~10~19026 fortune-3224967~08-07~00~633 jack-1953780~08-01~10~3 jack-6650987~08-01~10~4 fortune-2985545~08-07~10~2 fortune-0106584~08-02~00~7 jack-6127426~07-31~10~4 jack-5153597~08-02~10~2202 jack-0924064~08-10~00~1 jack-6346722~08-01~10~5636 jack-9177235~08-01~00~6 jack-1673862~08-01~00~1 fortune-5537473~08-01~10~17 fortune-2666408~08-01~10~2 fortune-5267903~08-01~00~4 -~08-01~00~1 jack-8286481~08-01~10~2 fortune-2320266~08-01~10~5 Martha54~08-01~00~4 jack-6142184~08-07~00~1 jack-7112531~08-01~10~3 fortune-3416948~08-01~10~36 fortune-5262898~08-01~10~1349 fortune-8512115~08-01~10~4 -~08-01~00~1 jack-1805991~08-01~10~9849 fortune-7924092~08-03~00~2903 fortune-7093532~07-31~10~3 fortune-4042092~08-01~10~3 jack-0114117~08-01~10~1 fortune-8665164~08-01~10~290 fortune-1411020~08-01~10~18 fortune-2009101~08-01~10~1161 fortune-3200231~08-03~10~1 jack-1100644~07-31~10~2 fortune-3395565~08-01~10~6793 fortune-7585983~08-07~11~13014 fortune-6341965~08-03~00~1 jack-5525368~08-01~00~1 jack-5207159~08-07~10~29801 fortune-9996112~08-01~10~7 fortune-8293983~08-01~11~46953 fortune-0504910~08-01~00~5
B|106766412_503427|jack-7255377~08-06~00~0 fortune-0259213~08-28~00~0 fortune-1058147~08-03~10~3 fortune-0552752~08-31~00~5 jack-9226647~07-22~00~4 fortune-9262180~09-02~10~4 jack-8347076~07-22~10~2 jack-4414162~08-04~11~2107 jack-2610092~07-22~00~0 AnimeLover9982~09-01~10~13 jack-5902636~08-08~10~4 jack-0971527~08-03~10~4 fortune-3779233~08-04~11~13894 fortune-8373555~08-03~10~4 fortune-6291846~08-03~00~1 fortune-2434363~08-07~10~2 jack-0576477~07-24~00~1 jack-0237026~08-31~10~5 fortune-6941442~09-02~11~23 fortune-9603034~08-04~10~0 jack-8694230~08-04~10~1 Ollebolle0606~07-23~10~20889 fortune-2769529~08-03~10~4 jack-9289345~07-21~00~1 Slotsballarna~08-06~11~997 papakek~08-03~11~41518 jack-1926217~08-30~10~691 fortune-4744965~08-07~00~1 1navyy~07-21~10~70863 maxieh~08-06~10~23
B|106798136_503814|fortune-2234991~07-25~11~163 fortune-8664666~07-25~10~13 fortune-8499079~07-25~11~22 fortune-7616231~07-25~10~13 fortune-1104699~07-26~11~32 fortune-1151304~07-26~11~994 jack-2471264~07-25~11~34 bigode77~07-23~10~3520 fortune-6847314~07-26~11~6 fortune-5482389~07-24~00~3 jack-9942094~07-26~11~18 fortune-2826304~07-25~11~1370 jack-2537453~07-25~11~5 fortune-1191144~07-26~11~284
B|106798527_505269|jack-6291656~08-07~11~8886 fortune-4241874~08-27~11~9201 jack-6144553~08-20~10~3 jack-9177542~08-27~00~3 fortune-1819480~08-31~11~189 fortune-6452241~08-23~11~14708 jack-1270021~08-15~00~7 fortune-7522802~08-14~11~2965 fortune-6024214~08-14~00~2 jack-4841207~08-14~00~24388 jack-6741679~08-30~00~4740 jack-7025887~08-31~11~2883 jack-6724109~08-08~11~1882 jack-9078404~08-21~00~5393 jack-3641050~08-30~00~4622
B|106814578_504240|fortune-4721842~08-07~10~9116 fortune-4548439~07-29~00~2 jack-8688207~08-07~11~27263 jack-7853528~08-07~00~35 jack-2759562~08-03~11~15331 fortune-1782400~08-04~11~9853 fortune-5512286~08-07~00~2 5VLIIID~08-09~11~26656 fortune-2973415~07-29~00~3 jack-7308603~07-29~10~156 fortune-4860562~08-03~11~10083 fortune-5587884~08-18~10~169624 fortune-7492057~08-07~00~2 fortune-4596183~08-05~11~14155 fortune-1081793~08-05~11~8375 -~08-12~00~0
B|106814999_503816|-~08-11~00~0 -~07-24~00~1 fortune-9980340~07-29~10~112 ComplicatedMIH~08-29~10~228
B|106814999_505023|jack-1046206~08-16~10~0 -~08-17~00~0 jack-8400250~07-29~10~17271 -~08-08~00~1 jack-0415433~08-11~10~4728 jack-1379324~08-11~00~2 fortune-1282382~08-15~10~601 jack-8946675~08-12~00~17 fortune-0508110~08-15~00~2527
B|106880023_504161|jack-1528929~08-04~00~42 fortune-2058439~08-05~00~19 fortune-4858048~07-31~11~2759 jack-7531503~08-04~11~98031 jack-9120930~08-05~11~411 jack-2335674~07-29~10~1 jack-1373711~08-05~11~52 jack-5733230~08-05~10~2 fortune-9082868~08-05~00~1 jack-1359691~08-19~11~492 fortune-8565345~07-29~00~9 jack-1426712~08-05~11~31816
B|106881426_504162|fortune-4532098~08-27~11~9181 jack-0799108~08-11~11~16670 fortune-7117879~08-22~00~16687 jack-6777608~08-07~10~4447 jack-7009476~08-19~10~4 jack-7794362~08-10~10~28885 fortune-5964311~08-10~11~4197 jack-2180178~08-15~10~4 fortune-2869922~08-12~10~234 fortune-7876105~08-07~11~16081 fortune-7209895~08-15~11~25946 fortune-3327209~08-15~10~53 fortune-1209678~08-11~11~136 fortune-6936135~07-29~10~3 jack-6380167~08-07~11~6415 fortune-2832785~08-10~11~425 fortune-4482367~08-11~00~4 jack-7588776~08-07~11~64 fortune-3438539~07-29~11~50773 jack-7862426~08-27~00~6 fortune-3894888~08-07~10~4072 jack-9922964~08-08~11~537 jack-4413437~08-26~00~1 jack-8553774~08-27~10~3 jack-5148192~08-13~11~14675 jack-1582006~08-23~10~1 jack-3030104~08-16~10~3 jack-3364038~08-11~10~2058 fortune-1708202~08-18~11~43576 fortune-5081924~08-12~10~1 jack-4138236~08-18~11~104 jack-2719730~08-13~11~214 jack-3530911~08-11~00~0 caponexc~08-13~10~21858 jack-3076125~08-18~11~87 fortune-5269585~08-15~11~64 fortune-5649028~08-07~10~2 fortune-7783169~07-29~10~21273 jack-0116789~07-30~10~2 fortune-6569878~08-10~00~2 fortune-4458703~08-26~00~0 jack-1379242~08-15~00~3 fortune-7601850~08-05~10~6 fortune-4749444~08-08~11~5724 fortune-0418376~08-23~11~13854 fortune-0952398~08-20~10~4 jack-5856096~08-12~10~2 SHguillermo~08-12~11~103167 loktoni~08-24~00~1 fortune-3942559~08-10~10~3721 fortune-0413889~08-27~10~4 fortune-7709463~08-15~00~6 jack-4326211~09-02~10~4 fortune-9898943~08-12~10~2755 jack-4864224~08-07~11~37234 jack-8314524~08-11~11~8645 fortune-1612055~08-27~00~2 fortune-1911905~08-12~10~1936 jack-2459563~08-13~10~3 fortune-4335297~08-04~00~1 jack-3279270~08-18~11~11 fortune-9901531~08-07~11~37395 fortune-3490795~08-13~11~24
B|106894663_504241|jack-8541413~08-13~00~265 jack-0931062~08-14~00~16 jack-1058646~08-14~10~19754 jack-4421719~08-16~10~6 fortune-0996352~08-16~00~10406 -~07-29~00~3 jack-0123267~08-12~00~3 jack-8850397~08-11~10~298 fortune-4651294~08-13~10~4 fortune-2272321~08-13~00~8 -~08-16~00~2 jack-9970538~08-12~10~6 jack-7643749~08-14~10~3 fortune-4009865~08-11~10~5 -~08-14~00~5 fortune-7060643~08-16~00~2874 fortune-2738835~08-14~10~23 fortune-9585225~08-15~10~3 jack-7911035~08-12~10~11 fortune-1010482~08-12~00~3 fortune-3765062~08-14~00~22939 -~08-14~00~1 fortune-5440089~08-13~00~0 fortune-4248750~08-11~00~1529 fortune-6135300~08-14~00~1 -~07-29~00~0 fortune-8049083~08-14~10~8 jack-7885585~08-11~00~15240 jack-0980205~08-12~00~4 -~08-13~00~1 fortune-8434916~08-17~10~6 jack-9934160~08-17~10~16 fortune-2832530~08-11~00~2 -~08-12~00~0 jack-0046076~08-11~00~6941 fortune-3760779~08-15~00~3 jack-5042008~08-14~00~6 jack-7966347~08-16~10~1 fortune-2194331~08-11~10~2 jack-7033580~08-12~10~496 fortune-0417271~08-11~10~1018 jack-4004753~08-16~00~5 fortune-3924435~08-11~10~1
B|106897956_505262|fortune-4766771~08-08~11~3 fortune-4452809~08-08~11~2 fortune-9539240~08-08~11~7 jack-2126145~08-08~11~1029 fortune-3958190~08-08~11~3 jack-4966054~08-08~11~2 jack-0824894~08-08~11~5 fortune-9278955~08-08~11~35 jack-4513841~08-08~11~9 fortune-2792028~08-08~11~1067 jack-1048152~08-08~11~26 jack-8052724~08-08~11~15806 fortune-8511934~08-10~11~368 jack-9150475~08-08~11~2 jack-3567581~08-10~11~369 fortune-7213557~08-08~11~13 jack-5668552~08-08~11~2 fortune-1307609~08-07~00~147 fortune-0229654~08-08~11~15 jack-1480649~08-08~11~2 fortune-9547177~08-08~11~2753
B|106912749_504353|Sandratutube~07-31~11~1495 jack-1302900~07-30~10~2 jack-0773057~08-13~00~0 fortune-9305697~08-01~11~44
B|106916629_504413|fortune-8522338~08-05~00~6 jack-0798787~08-05~11~44 -~07-30~00~0 jack-9294124~08-05~11~46
B|107001578_504987|fortune-3425839~08-12~11~3 fortune-0425544~08-04~10~41630 fortune-1283259~08-13~11~92 fortune-6633265~08-10~11~2778 -~08-17~00~2 jack-9290828~08-08~11~3978 itsmechizu~08-11~10~7957 jack-8148959~08-10~00~174 fortune-4644028~08-07~00~35964 jack-1859575~08-17~10~398 ValeryX73~08-18~10~12 Lebronny69~08-07~11~29229 fortune-7428384~08-19~10~35 Hard45~08-05~11~13785 fortune-4401019~08-11~11~1306 underCover~08-08~11~35 fortune-9500963~08-05~11~1425 jack-6483454~08-05~11~7229 jack-1854615~08-17~00~8 jack-7934305~08-05~10~38 jack-8068079~08-13~11~195 jack-1189698~08-08~11~30 fortune-9434912~08-08~00~1 fortune-5952150~08-05~11~17416 jack-9800253~08-05~11~2552 jack-6855447~08-18~00~7 fortune-4615064~08-06~11~22059 vikingslots~08-12~11~1565 fortune-1922765~08-12~00~4
B|107031670_505175|jack-0927117~08-10~00~1362 jack-5168171~08-05~10~11657 jack-1087580~08-06~00~0
B|107031733_505199|Delzgaming~08-11~11~31030 DENERO74~08-15~10~1582 Mamaha21~08-11~11~5033 jack-6547170~08-15~11~122 jack-8062768~08-16~11~21674 jack-6201566~08-12~11~3980 fortune-2649432~08-11~11~5038 Shanz_007~08-11~11~4614 fortune-3076530~08-07~10~18829 Nanuz13~08-11~11~4644 fortune-3121927~08-11~11~8582 fortune-9610761~08-12~10~2 Piper24~08-11~11~4649 TRACKEM~08-17~10~93 Angeltodd~08-12~11~3976 jack-8608368~08-12~10~17 jack-1539422~08-11~11~4547 fortune-6216702~08-11~11~4601 Faithpatu1~08-11~10~5024 littleone1~08-11~11~5612 Karlosgeeh~08-11~11~16694 MUSTAH357~08-11~11~4799 Ralpht21~08-11~11~17490 fortune-2645829~08-11~11~4522
B|107032737_505202|fortune-5379201~08-07~00~12 fortune-7639541~08-08~10~2 -~08-08~00~1 fortune-8204404~08-07~10~1108 jack-5540396~08-06~10~3 -~08-07~00~2 fortune-9895141~08-08~00~1 fortune-4864971~08-06~10~2 jack-1494168~08-08~10~13 fortune-4633344~08-06~10~1 jack-9098036~08-08~11~6946 fortune-1584843~08-06~10~2923 jrgem98~08-06~11~1472 jack-5694059~08-06~11~3344 CheesyCheese~08-06~10~27968 jack-5851837~08-08~11~403 fortune-7486477~08-14~10~1 fortune-5242853~08-07~10~6 jack-0760032~08-08~10~1 fortune-6912625~08-06~00~124 jack-7511381~08-08~00~116 fortune-9101228~08-07~00~4 fortune-7764147~08-08~10~19 fortune-6029425~08-06~11~1476 fortune-9572961~08-07~11~4291 KiwiiGod~08-07~10~320 fortune-4166298~08-07~00~3 fortune-9864301~08-06~10~2 fortune-6383940~08-08~00~1 fortune-1899277~08-07~10~33118 fortune-2192764~08-08~00~1 fortune-8578909~08-20~00~1
B|107033248_505275|jack-2778645~08-11~11~7 fortune-6628758~08-11~11~42 fortune-5463613~08-11~11~2020 fortune-5909898~08-11~11~6 fortune-1118034~08-11~11~18 jack-5550884~08-11~11~2751 fortune-7337276~08-11~11~4 jack-1180116~08-10~11~1085 fortune-7962518~08-11~11~1984 jack-2581009~08-10~11~54 jack-7191143~08-11~11~27 jack-4328913~08-11~11~856 fortune-2287228~08-10~11~22 fortune-0262426~08-10~11~28 fortune-5794500~08-10~11~31 fortune-5624278~08-11~11~31 jack-7837816~08-11~11~20 jack-4041385~08-11~11~4 jack-5510207~08-11~11~2394 fortune-3573912~08-11~11~748 fortune-4883463~08-10~11~1507 jack-6187078~08-11~11~30 jack-0615214~08-11~11~2559 fortune-2238432~08-10~11~37 jack-8489336~08-10~11~26 fortune-2003100~08-10~10~5 jack-8997772~08-11~11~33 fortune-1644974~08-11~10~30 jack-6660249~08-10~11~27 jack-8556434~08-11~11~793 fortune-9772031~08-11~11~19 jack-5214522~08-11~10~1899 fortune-6288972~08-10~11~10
B|107046575_505277|jack-0536022~08-31~10~190 fortune-9356817~08-14~10~4541 fortune-2459355~08-13~11~10 jack-7242069~08-13~11~7 jack-4181387~08-11~11~23712 -~08-17~00~5 jack-6753149~08-07~00~22406 jack-2444461~08-13~11~57 fortune-1946310~08-13~11~26024 fortune-5829803~08-13~11~40 jack-8849398~08-17~00~7 jack-5053654~08-07~10~155 fortune-8243835~08-17~00~2 ZaytounaX1~08-07~11~29337 fortune-6568730~08-13~11~594 -~08-17~00~47 jack-1500164~08-13~11~29 -~08-17~00~4530 jack-7077395~08-13~11~5670 jack-6249981~08-13~11~425 fortune-5721448~08-17~00~10 jack-2669438~08-07~10~32076 jack-2568760~08-17~00~3 fortune-9487697~08-13~11~64 fortune-5883978~08-11~00~2 jack-6554909~06-25~11~148424 fortune-8391791~08-07~00~4582 jack-1041088~08-13~11~23110 fortune-6644780~08-07~10~2 fortune-1891227~08-13~11~25 jack-1051073~08-13~11~15 jack-0575894~08-07~11~9330 fortune-0097476~08-07~11~36671 fortune-3715411~08-10~11~33167 -~08-17~00~2 fortune-2108850~08-07~11~28638 fortune-7682886~08-07~00~9948 -~08-17~00~1 fortune-6659792~08-07~00~3 jack-2914822~08-07~11~28820 jack-4671267~08-13~11~43 jack-8447298~08-13~11~19744 razos~08-11~11~23175 -~08-17~00~1 jack-9042500~08-10~00~2 jack-7702819~08-07~11~36517
B|107046658_505299|fortune-6798292~08-13~11~24 fortune-5982844~08-13~11~21 fortune-1931923~08-07~00~91 jack-3389679~08-13~11~18322
B|107048985_505324|toto666~08-11~11~5133 fortune-9276858~08-11~10~1508 fortune-3498245~08-08~11~781 jack-4812840~08-08~10~3 jack-2722294~08-08~10~121540 fortune-5252509~08-08~11~6891 jack-1400000~08-13~10~6547 fortune-4437883~08-08~10~4394 fortune-7006250~08-08~10~2
B|107049798_505482|jack-9827938~08-11~11~21682 jack-1680896~08-11~11~26 jack-3169813~08-10~11~11 jack-5056877~08-10~11~9 jack-2461425~08-10~10~5 fortune-5239716~08-10~11~35 fortune-5835458~08-11~11~1279 fortune-9484418~08-10~00~29 jack-0379375~08-10~10~29 jack-8698091~08-11~11~38 fortune-0991680~08-10~11~2724 fortune-4768471~08-10~11~965 fortune-6228741~08-11~11~27 fortune-7745690~08-11~11~6 fortune-9869144~08-10~10~31 jack-9621397~08-11~11~6 jack-1074308~08-11~11~14 fortune-1778317~08-11~11~43 fortune-0980703~08-17~10~10302 fortune-9527126~08-10~10~9 jack-8668738~08-11~11~12701 jack-3264129~08-11~11~16 jack-3344498~08-10~10~27 jack-8064280~08-11~11~24 jack-7744191~08-11~11~4 fortune-2513507~08-10~11~6 jack-0708145~08-10~11~4 jack-1499647~08-11~11~44 fortune-4571566~08-07~00~6494 fortune-9745894~08-11~11~12720
B|107089546_505564|jack-7209741~08-17~00~4 fortune-9610665~08-15~10~3 fortune-1857200~08-24~00~2
B|107089546_505569|fortune-1417457~08-13~10~1 jack-2351299~08-16~00~1 jack-3076042~08-22~00~2 jack-2400202~08-15~00~7 fortune-0440679~08-16~10~1372 fortune-7432072~08-24~11~78
B|107092112_505592|jack-3934802~08-12~11~808 jack-4401460~08-13~11~10 fortune-2391153~08-13~10~1 Foxlifelol~08-23~10~442 fortune-8809320~08-19~00~11031 fortune-9825344~08-13~11~3206 fortune-1390040~08-12~11~8 jack-0474656~08-13~10~2966 jack-1477551~08-24~11~1922 fortune-8384069~08-13~11~5 jack-5679063~08-15~11~6 fortune-0359963~08-13~11~7 fortune-1850811~08-24~11~3737 jack-0758660~08-23~11~7561 jack-0744653~08-12~11~11 fortune-1842343~08-13~11~361 jack-1669932~08-12~11~6 jack-2854020~08-13~11~8 fortune-4149804~08-12~11~10315 fortune-1596511~08-12~11~14 fortune-2589073~08-12~11~18 fortune-4198927~08-13~11~5 Shykr4m~08-18~00~808 fortune-2924748~08-11~11~638 jack-3566734~08-11~11~25746 fortune-3994130~08-15~11~333 fortune-1777125~08-12~11~75
B|107107614_505828|fortune-5133742~08-22~00~4 fortune-8067973~08-19~10~19 jack-9485663~08-20~00~7 jack-2595525~08-13~00~4 fortune-0512418~08-13~00~62 fortune-0723325~08-14~10~11975 jack-9974101~08-24~10~4900 Giammy2007~07-08~11~80538 dave93~08-19~00~14 Joejow13~08-14~10~23474 jack-0351138~08-13~00~1 jack-8880543~08-30~10~2936 jack-2828711~08-15~10~482 fortune-0489850~08-13~00~674 fortune-0916501~08-13~00~1 fortune-3468158~08-13~00~17782 -~08-18~00~14605 fortune-9112366~08-12~10~27639 fortune-2522339~08-29~10~3 jack-7451318~08-13~00~1 -~08-13~00~0 Caspa~08-12~10~27827 fortune-2322599~08-14~10~214 fortune-0882249~08-19~10~14352 fortune-8645251~08-21~10~10513 fortune-8712276~08-19~10~9 fortune-2723595~08-13~00~1
B|1071078_492126|fortune-9410132~05-24~10~1 fortune-0501329~05-29~10~61495 fortune-4873305~07-23~10~11 -~05-24~00~0 jack-8703647~05-31~10~274 fortune-8929378~06-03~10~2 Vojjjj~05-16~11~149300 jack-8115230~07-15~10~21010
B|107118226_505812|jack-5964745~08-23~11~11 -~08-20~00~2 jack-1854203~08-15~11~6875 -~08-21~00~2 fortune-7428631~08-20~11~25 fortune-7886673~08-19~11~1416 -~08-20~00~6 -~08-21~00~1 fortune-0209186~08-19~11~20 jack-3531521~08-15~10~4188 jack-8450776~08-21~11~58 -~08-21~00~3 -~08-20~00~3 jack-3982865~08-21~11~69 jack-4536038~08-15~11~6971 jack-4801228~08-23~11~11584 jack-7872016~08-19~11~2662 fortune-6746967~08-19~11~55 jack-3349953~08-19~11~2669 jack-3867398~08-23~11~26 fortune-0655719~08-15~11~9842 -~08-21~00~2 fortune-0155339~08-23~11~38 fortune-5222017~08-19~11~2669 fortune-0770896~08-15~11~36 fortune-7336118~08-19~11~14464 -~08-21~00~3 -~08-20~00~1 fortune-1052865~08-18~11~2709 jack-7947577~08-21~11~7125 fortune-0327961~08-18~11~15 jack-2742738~08-19~11~2671 jack-7629690~08-15~11~5592 fortune-0074431~08-20~11~303 -~08-21~00~4 -~08-21~00~3 jack-9020680~08-19~11~14464 -~08-20~00~2 fortune-9385865~08-20~11~318 fortune-3923310~08-19~11~7 jack-2682905~08-15~11~5585 jack-3730551~08-19~11~14464 jack-7687473~08-15~11~8347 fortune-8575427~08-18~11~6 -~08-21~00~5 -~08-20~00~4 fortune-0953459~08-18~11~12727 jack-1904578~08-21~11~69 fortune-0061224~08-20~00~6 jack-0149242~08-21~11~17346 jack-0189755~08-20~11~313 -~08-21~00~3 jack-1997674~08-20~00~82 -~08-20~00~0 fortune-0641397~08-23~11~11583 jack-7670132~08-15~00~4198 fortune-6551196~08-15~11~8278 -~08-21~00~1 Sebaszxx~08-15~11~15716 fortune-9490701~08-18~11~23
B|107131104_506299|fortune-6883318~08-13~00~12104 fortune-0751552~08-21~00~4 jack-3260578~08-22~11~8 jack-7706251~08-21~11~56 fortune-1189869~08-22~11~7 jack-9723840~08-22~11~9 jack-4865105~08-17~00~26 jack-2807935~08-21~10~334
B|107147238_506301|SlotRipr~08-19~11~20719 jack-6247498~08-13~10~24517 jack-3447349~08-25~11~2994
B|107226450_506730|fortune-3363637~08-27~11~29 -~08-25~00~2846 fortune-6362913~08-21~11~8782 kilni_girls~08-21~11~15806 jack-7566570~08-21~11~9930 -~08-25~00~1 jack-9939714~08-21~00~1 -~08-27~00~3 fortune-9793927~08-21~00~3 fortune-8820910~08-21~00~8739 -~08-27~00~8726 jack-5484396~08-21~11~9922 Teoll~08-21~10~657 fortune-5693448~08-21~11~2802 -~08-27~00~1 -~08-21~00~5 Toloszek1337~08-21~00~8805 -~08-27~00~0 -~08-21~00~6 jack-4427868~08-27~00~18 -~08-21~00~0 jack-0613244~08-21~00~42 jack-5401946~08-21~00~74 fortune-0081720~08-25~10~2845 -~08-25~00~0 fortune-2713679~08-21~11~452 KalaposMajom0904~08-31~00~0 fortune-9198118~08-25~00~14 jack-1898856~08-27~11~118 Demjn~08-21~11~61966 -~08-25~00~1 jack-8563163~08-21~11~15943 R0baa~08-21~11~64 fortune-1655354~08-21~11~17443 -~08-25~00~0 jack-4425876~08-21~00~6 -~08-21~00~0 fortune-0376857~08-21~00~54 fortune-0258921~08-25~11~11766 -~08-21~00~82 -~08-25~00~0 jack-6434911~08-30~00~2 jack-6662437~08-21~10~6
B|107242478_507635|jack-0132377~08-31~00~3 fortune-1523829~08-31~00~12 -~08-31~00~1
B|107408133_507586|-~09-02~00~1 -~09-02~00~1 fortune-9055401~09-02~00~0 jack-4895574~09-01~10~2 fortune-1416627~09-02~00~10 fortune-3855917~09-02~10~324 jack-3969208~09-02~10~7 fortune-6382909~09-02~10~1
B|1079226_352565|fortune-7201567~07-10~00~2 jack-8999399~06-03~00~4 fortune-1065070~07-20~11~10376
B|1101901_492309|fortune-4952006~07-16~10~15321 fortune-3047824~06-20~10~2 fortune-3241050~08-24~00~1 jack-0661972~05-31~10~125718
B|1101901_507025|-~08-26~00~1 jack-4147504~08-29~00~1 fortune-3114444~08-24~00~3
B|123|Mikheil_Ivaniseli~05-27~10~177146 DatoGagua~06-01~10~179043 jack-7764411~05-27~00~1 -~05-15~00~3 jack-6248508~05-27~00~2 jack-4519307~05-29~00~2611
B|123456789|jack-3828466~09-01~10~1 jack-6828882~09-01~10~26 jack-7056455~08-31~00~7 jack-1549763~09-02~10~269 jack-5417551~08-31~00~19 jack-0842081~08-31~10~7 jack-6717934~09-01~10~195 jack-7988294~09-01~10~19 jack-9255885~09-01~10~11 fortune-9887075~09-01~10~4 fortune-4152030~08-31~00~4 fortune-9908717~08-31~00~0 jack-8921645~09-01~00~1 fortune-6994485~09-02~10~29 jack-4098115~09-01~10~21 fortune-7020763~09-01~00~1 fortune-5035408~09-02~10~8 jack-9581623~09-02~10~38 jack-9245229~09-01~00~2 fortune-8876898~09-02~10~8 fortune-9279037~09-01~10~13 jack-0987576~09-01~10~26 jack-6484027~08-31~10~24 fortune-1887131~09-01~10~1033 fortune-1806096~09-02~10~1042 fortune-7399689~08-31~00~0 jack-7963780~09-01~10~21 fortune-2822951~09-01~10~50
B|2015583_113361|jack-5924848~06-26~00~23337 -~05-20~00~1 fortune-0729720~06-11~00~13 fortune-9765123~05-27~00~221 fortune-2822498~05-14~10~14 fortune-8137892~05-24~00~43162 jack-4612808~06-14~10~48 fortune-6137861~05-29~00~3 YarnzG87~05-29~00~22828 jack-3654785~05-16~10~2 -~06-12~00~3 fortune-5642525~05-14~00~57675 jack-1105756~06-06~00~14 -~05-18~00~1 -~06-24~00~1 -~06-23~00~1 Kaiden2013~06-06~10~12 jack-8028597~05-29~00~4 zambrota10~08-07~00~64383 jack-3678958~05-20~00~24 fortune-8769504~06-23~00~4 jack-4943135~06-02~10~37341
B|2015583_87338|fortune-4901086~05-27~10~6 -~05-14~00~23062 Mcwelshy~05-16~10~6135 jack-9980339~06-18~00~4
