btag|packed
104619259_492958|06-07~10,2 06-08~17,0 05-15~155,6 05-13~493,12 05-16~113,0 06-05~5,0 06-24~19,0 2026-07~23,0 all~2012,48 06-09~1,0 06-01~55,0 06-21~1,0 05-12~743,22 05-18~6,0 2026-06M~55,0 05-31~13,0 2026-05~1767,42 06-06~34,0 05-17~56,1 07-08~23,0 06-03~26,0 05-19~10,0 2026-06~222,6 06-04~54,4 05-28~49,0 05-04~30,0 05-14~99,1
104768250_488475|07-26~34,0 05-01~2,0 07-22~16,0 05-08~58,5 07-25~63,7 08-21~124,21 05-21~58,2 07-09~165,0 06-11~32,0 05-12~48,0 05-22~4,0 06-04~61,2 all~3792,77 05-09~17,0 08-23~2,0 07-18~16,0 06-01~14,0 07-19~141,16 05-24~113,0 05-29~50,0 07-02~12,0 05-25~28,0 08-30~20,0 2026-08~455,26 05-13~6,0 05-04~6,0 05-17~57,1 07-01~2,0 06-19~33,0 2026-09M~36,0 07-13~14,0 06-13~20,0 08-25~7,0 06-21~17,0 06-08~25,0 06-16~19,0 05-23~22,0 07-17~1,0 05-18~3,0 2026-06M~175,3 07-03~10,0 08-16~8,0 05-06~10,0 08-20~88,0 05-05~7,1 05-30~26,0 08-02~2,0 2026-07~833,25 05-16~147,3 06-17~326,3 05-27~3,0 05-31~67,0 06-27~172,0 05-11~2,0 06-06~3,0 2026-08M~2,0 06-18~114,3 2026-05~826,14 2026-05M~2,0 06-09~7,0 06-03~48,0 06-26~369,0 07-24~7,0 07-05~54,0 05-14~25,0 08-29~149,5 07-14~35,0 05-19~12,0 05-03~50,2 08-27~47,0 06-15~24,0 06-29~37,0 06-02~161,3 2026-06~1642,12 2026-07M~14,0 06-10~22,0 06-12~127,1 08-19~8,0 09-01~36,0 06-30~11,0 07-28~256,2 05-26~2,0 07-12~7,0 05-10~3,0 2026-09~36,0
104806457_492367|05-07~25,1 08-20~8,0 06-24~58,1 05-25~28,0 2026-08~277,8 05-23~14,0 05-05~48,0 05-04~6,0 05-30~135,0 05-16~3,0 2026-05M~61,0 05-12~4,0 07-07~2,0 07-13~20,0 08-17~24,0 08-12~4,0 05-02~38,0 08-18~2,0 2026-06~715,11 07-15~6,0 06-18~31,1 2026-09M~97,0 07-21~12,0 05-06~13,0 07-22~2,1 06-09~43,0 06-06~11,0 05-15~189,0 06-16~39,0 06-27~4,0 08-23~5,0 2026-09~97,0 05-31~29,0 2026-07M~119,6 06-22~58,0 05-19~2,0 08-31~4,0 06-17~19,1 06-10~1,0 06-12~59,1 07-09~8,0 06-11~24,0 all~2156,42 05-29~7,0 05-11~144,5 08-09~64,3 06-05~9,0 06-28~6,0 08-08~37,0 07-06~30,0 07-10~11,0 07-03~28,0 08-16~6,0 06-14~71,0 08-02~20,3 08-15~18,0 07-01~119,6 06-19~111,3 06-23~42,0 2026-08M~21,3 05-01~23,0 05-28~23,6 06-29~2,0 07-31~10,0 08-01~1,0 07-16~10,0 06-26~47,1 07-04~19,0 05-27~9,0 06-30~79,3 2026-07~302,7 05-13~9,0 08-27~8,0 07-25~2,0 07-20~23,0 06-21~1,0 08-06~48,2 05-03~14,4 08-29~28,0 2026-05~765,16 09-01~97,0 05-17~2,0
104806457_492368|07-20~35,0 08-03~3,0 05-29~1,0 06-19~23,0 08-01~5,0 2026-08~58,0 08-25~1,0 all~140,0 07-17~23,0 2026-08M~5,0 08-09~17,0 2026-06~23,0 2026-05~1,0 2026-07~58,0 08-15~32,0
104902940_489586|2026-06~63,5 06-22~1,0 06-16~11,3 2026-08~1,0 06-17~17,0 05-29~30,0 08-22~1,0 06-15~11,1 06-23~22,1 all~99,5 2026-05~35,0 05-25~5,0 06-19~1,0
104905419_493578|06-11~33,5 07-09~2,0 2026-05~2898,37 06-17~8,0 06-14~12,0 07-19~10,0 06-01~67,0 05-29~31,0 2026-09~32,0 06-21~35,0 06-07~27,0 05-28~13,0 05-15~93,1 05-20~120,2 06-19~26,0 07-01~43,0 05-27~16,0 06-08~44,0 07-10~25,0 08-04~21,15 07-11~10,0 06-09~51,2 07-03~9,0 09-02~32,0 05-19~368,7 05-18~198,5 06-03~102,0 05-12~314,1 05-11~85,3 05-25~247,4 08-03~19,2 07-13~5,2 07-07~6,0 06-16~25,0 05-24~62,2 05-16~62,0 05-31~21,1 05-13~89,1 07-04~43,2 07-12~24,0 05-23~43,0 05-26~46,0 06-24~23,0 06-04~19,0 2026-06M~81,0 08-05~3,0 2026-07M~64,0 2026-06~666,12 2026-08~43,17 06-02~14,0 06-26~22,0 2026-09M~32,0 06-06~30,0 all~4106,71 05-09~110,0 07-02~21,0 06-15~56,3 05-22~55,2 05-06~1,0 05-14~249,1 05-21~82,1 05-07~48,0 06-20~18,2 07-05~17,0 05-30~36,0 2026-07~467,5 07-17~241,1 06-18~15,0 05-08~509,6 07-08~11,0 06-10~39,0
104905643_492987|all~1584,26 05-26~23,0 06-06~27,3 06-03~125,1 06-17~11,0 05-15~82,1 05-16~27,1 05-29~12,0 07-09~31,0 06-11~39,0 06-04~255,4 05-22~1,0 07-02~14,0 2026-08~27,1 05-09~105,0 05-08~13,3 05-28~45,0 05-21~73,0 05-17~34,0 06-10~3,0 07-08~30,2 05-31~11,6 08-19~7,0 05-10~14,0 05-30~11,0 06-09~6,0 05-12~46,0 2026-07M~146,0 05-06~85,0 2026-06~583,11 2026-06M~89,1 05-27~63,0 08-21~8,0 07-01~132,0 06-02~79,1 05-13~25,0 06-01~10,0 06-08~11,2 2026-07~207,2 05-23~6,0 05-11~1,0 06-05~17,0 05-20~17,1 05-04~5,0 2026-05~767,12 05-07~31,0 05-24~37,0 08-05~12,1
104923577_496887|2026-05~67,2 06-03~34,0 2026-06M~255,4 06-02~76,2 06-01~179,2 05-30~67,2 06-18~39,0 2026-06~328,4 all~395,6
104956447_497530|08-04~22,1 2026-05~1,0 08-03~97,2 2026-09~20,3 08-31~70,2 06-01~3,0 2026-08~458,8 07-08~19,1 2026-06M~3,0 06-14~27,4 07-20~18,1 08-14~12,0 08-10~16,0 06-26~116,1 07-23~89,8 07-13~313,3 07-06~100,3 07-17~2,0 08-07~21,1 08-17~30,0 06-25~52,4 06-22~6,0 08-11~33,0 07-07~24,0 09-01~5,2 07-05~55,0 06-13~61,3 2026-06~704,21 06-20~55,0 06-17~12,0 2026-07~1321,38 06-27~56,2 05-22~1,0 07-04~16,0 06-28~116,6 2026-09M~20,3 07-15~5,0 08-06~43,0 06-19~37,0 07-01~51,2 06-12~21,0 07-03~6,0 09-02~15,1 07-11~163,4 2026-07M~60,2 07-22~51,3 06-16~40,0 06-24~6,0 08-26~59,2 08-12~36,0 all~2504,70 07-02~9,0 06-04~15,0 06-21~16,0 07-12~47,1 08-15~17,0 06-30~30,1 06-08~5,0 07-10~8,0 07-09~199,4 07-16~71,3 06-29~24,0 06-15~6,0 08-25~2,0 07-14~75,5
105155591_492466|2026-06M~142,0 05-09~158,2 05-06~109,0 08-11~93,1 06-18~35,0 05-23~1318,8 05-22~342,3 05-27~246,6 08-17~64,0 06-02~2,0 2026-09~40,0 06-03~36,0 05-21~166,0 06-11~54,0 05-16~136,0 05-13~270,4 05-12~143,5 06-09~297,0 07-11~8,0 05-07~211,0 05-18~40,4 05-25~1410,9 08-13~9,0 06-01~140,0 07-19~9,1 09-02~40,0 06-15~5,0 07-04~37,1 05-20~61,0 05-19~24,0 06-16~60,0 08-05~16,1 2026-06~1324,32 08-31~15,0 05-10~105,8 07-18~19,0 2026-08~246,2 05-24~332,11 all~8565,130 05-29~147,1 06-24~20,0 05-26~450,1 08-07~15,0 06-23~92,5 05-30~46,6 06-22~145,10 05-05~161,4 05-01~18,0 05-14~340,10 06-10~141,8 05-17~7,0 05-08~219,5 06-06~11,0 05-28~22,0 07-01~9,0 06-19~7,0 08-04~25,0 05-31~76,3 06-14~27,0 08-03~5,0 2026-05M~18,0 06-25~11,0 06-07~10,0 06-05~32,4 06-12~78,0 06-26~65,5 05-15~190,2 2026-07~109,2 05-11~99,2 08-12~4,0 2026-07M~33,0 07-02~24,0 06-04~56,0 2026-09M~40,0 07-26~3,0 2026-05~6846,94
105156098_491469|05-30~45,0 05-11~126,0 08-31~5,4 05-31~9,0 06-01~4,0 07-19~4,2 06-10~2,0 08-21~5,0 2026-08M~5,0 05-28~33,0 all~1977,72 05-05~33,0 05-23~12,0 06-15~11,0 06-09~23,0 2026-05~1130,15 06-03~182,3 2026-08~16,4 07-29~226,26 05-25~91,2 06-06~27,1 05-08~75,0 05-26~69,4 05-29~63,0 2026-07M~19,0 07-28~216,20 06-04~24,0 05-16~15,0 05-15~65,2 05-20~9,0 05-17~1,0 2026-06~323,5 2026-06M~8,0 06-08~10,0 06-13~1,0 07-30~43,0 08-03~1,0 05-10~84,0 2026-07~508,48 05-09~380,7 06-05~10,1 06-12~24,0 05-22~1,0 06-02~4,0 06-20~1,0 08-02~5,0 07-02~19,0 05-27~19,0
105156098_497054|all~1067,81 07-29~81,8 06-02~13,0 06-13~7,0 06-12~9,0 06-22~39,3 06-18~12,5 2026-06M~57,4 08-16~16,3 06-20~63,2 06-06~21,0 2026-07~422,48 06-16~40,4 08-25~2,0 2026-05~68,0 07-22~26,3 08-18~4,0 2026-06~308,19 07-21~36,3 08-13~167,8 07-19~22,2 06-01~44,4 2026-09~1,0 06-21~3,0 2026-09M~1,0 08-20~4,0 05-19~7,0 08-31~10,2 06-15~7,0 06-27~35,0 08-15~29,0 05-21~2,0 09-02~1,0 2026-08M~9,1 06-30~1,0 08-24~27,0 2026-08~268,14 06-05~14,1 07-20~9,0 05-15~59,0 08-02~9,1 07-30~83,29 07-25~47,0 07-06~38,1 07-09~80,2
105157473_491662|05-17~274,12 07-13~387,30 05-10~73,2 07-26~235,27 2026-07~11201,680 05-22~406,9 08-27~79,5 07-29~179,43 2026-06~11041,447 06-12~205,5 07-09~525,4 06-11~366,4 07-02~525,34 05-07~466,20 08-24~330,3 08-26~85,7 08-06~356,4 07-25~261,35 05-24~154,10 08-25~342,5 05-03~344,14 07-10~430,4 06-08~512,42 08-15~285,2 all~40615,1830 06-14~331,2 07-22~304,11 07-04~473,69 08-17~78,11 06-16~381,6 07-16~443,3 08-11~448,12 05-20~200,6 06-20~219,20 07-07~564,36 07-12~359,2 08-10~471,9 06-30~692,33 07-28~302,27 08-30~13,0 05-14~525,15 2026-05M~362,13 05-04~162,0 06-22~311,19 05-31~239,1 05-30~218,4 08-07~115,0 07-21~339,8 06-13~207,5 07-18~358,7 2026-06M~826,10 06-04~512,31 07-23~246,48 05-02~133,1 08-22~96,1 09-02~529,4 08-01~368,32 2026-08~7762,315 07-30~68,11 06-28~185,20 05-05~203,9 05-23~253,8 2026-09M~935,6 06-23~284,15 08-12~261,11 07-03~474,39 06-18~203,0 08-19~588,24 09-01~406,2 08-03~235,23 2026-09~935,6 08-16~223,4 08-31~615,35 06-10~540,4 07-08~266,5 08-20~300,28 07-05~281,29 08-29~23,0 08-14~243,3 07-15~245,7 06-27~389,44 06-07~270,3 08-28~48,3 05-13~534,25 06-25~230,17 06-21~317,18 05-29~587,9 06-17~381,4 08-08~104,5 06-02~359,5 05-27~922,65 05-19~285,8 05-28~278,11 05-15~512,8 08-13~296,10 05-09~427,17 08-23~35,0 08-02~120,29 06-09~615,4 07-11~400,4 06-15~224,2 06-24~214,29 07-01~605,24 06-19~312,18 05-26~203,8 08-04~562,20 05-01~229,12 07-20~407,8 07-17~354,17 08-05~523,21 06-26~256,23 06-06~230,6 07-14~746,38 05-21~257,15 06-03~394,15 05-25~410,43 05-06~166,7 07-06~532,39 2026-07M~1130,58 05-08~377,16 05-12~147,1 08-21~143,8 06-01~467,5 07-19~250,1 06-05~950,10 05-16~396,14 2026-05~9676,382 05-11~112,1 05-18~184,11 07-27~238,18 07-24~265,30 2026-08M~488,61 08-09~164,0 06-29~485,38 07-31~140,22 08-18~213,0
105157473_497065|06-26~47,2 08-20~30,0 06-21~29,4 08-24~1,0 07-12~3,1 06-13~5,3 08-23~1,0 07-27~6,1 07-13~28,1 07-16~68,0 2026-09~194,0 09-02~149,0 07-25~76,1 08-19~9,0 09-01~45,0 07-09~2,0 08-29~30,0 2026-08~636,19 2026-07M~18,0 07-02~7,0 06-25~3,0 07-07~52,0 07-06~26,2 08-07~12,1 07-03~12,2 07-18~75,0 06-01~22,0 07-19~284,41 07-22~36,0 06-09~2,0 07-23~235,5 2026-05~2,2 08-31~20,8 08-16~9,0 08-08~12,0 06-12~25,1 08-11~24,1 07-24~21,8 2026-07~2052,99 2026-09M~194,0 06-08~5,0 07-26~9,0 06-22~110,0 07-04~154,5 06-18~266,2 07-30~16,1 06-28~97,2 07-01~11,0 06-19~55,0 08-30~80,1 07-20~57,1 08-10~26,2 08-18~4,0 05-15~2,2 all~3861,144 08-17~128,1 06-30~6,0 07-28~6,1 08-25~17,0 06-10~1,0 07-08~21,0 06-14~146,3 07-15~122,3 08-28~207,5 08-12~26,0 2026-06M~22,0 07-21~60,0 2026-06~977,24 06-27~90,2 07-05~15,0 06-20~10,0 07-17~69,0 06-29~43,2 06-07~15,3 07-14~581,26
105191727_492371|06-12~100,5 05-05~327,2 06-14~184,7 06-10~68,3 05-10~34,0 07-03~4,0 2026-06~1078,36 06-24~1,0 05-12~56,0 07-02~1,0 05-09~360,5 2026-07M~2,0 06-13~183,2 05-13~579,39 2026-07~33,1 2026-05~4921,127 06-09~97,6 07-27~6,1 05-17~16,0 05-15~27,0 05-11~35,2 08-08~27,0 07-01~1,0 06-19~20,0 06-17~10,2 06-18~22,0 05-06~590,13 05-14~45,0 05-29~48,0 06-16~3,0 08-07~27,0 05-08~589,12 05-04~410,10 all~6100,164 05-16~29,1 06-11~302,5 06-15~59,6 07-14~21,0 08-13~14,0 05-07~1288,34 06-22~21,0 06-21~8,0 05-03~488,9 2026-08~68,0
105266505_492220|07-20~16,0 05-01~21,0 05-24~425,2 07-27~3,0 06-14~72,3 07-15~7,0 06-21~47,6 2026-05~1806,20 07-08~28,0 06-10~135,1 08-28~9,0 08-04~71,8 07-30~7,1 06-23~56,0 08-01~91,16 07-13~4,0 05-27~11,0 09-02~7,0 07-03~34,2 07-28~3,0 05-15~46,0 08-07~19,0 05-21~15,0 07-17~11,0 05-30~564,6 05-25~46,1 06-04~24,0 08-22~5,0 2026-07~1180,41 05-03~19,1 08-24~28,2 07-23~3,0 07-19~43,4 06-01~312,4 2026-08~1068,54 08-05~6,0 07-18~47,3 09-01~82,0 08-19~16,0 06-05~48,0 07-06~92,13 07-07~9,0 06-17~13,0 05-16~84,1 08-13~7,0 2026-07M~78,1 05-14~59,2 07-05~308,5 08-23~19,0 06-25~21,1 08-21~7,0 08-08~68,2 all~6400,181 2026-09M~89,0 08-16~79,9 2026-05M~21,0 05-07~24,2 07-14~3,0 06-22~28,4 08-20~2,0 06-16~55,0 08-14~18,3 06-20~143,8 05-22~24,0 2026-08M~239,20 05-28~12,0 07-24~18,0 06-02~61,3 06-06~30,0 08-31~14,0 07-10~34,0 07-22~15,1 08-25~12,0 2026-06M~373,7 08-27~11,0 06-26~79,0 05-26~8,0 08-06~84,0 07-11~64,0 06-09~90,10 08-18~102,0 06-18~53,0 07-02~78,1 08-09~6,0 05-17~58,0 08-03~88,7 05-20~46,4 05-09~24,0 05-29~102,0 08-26~16,0 05-23~27,0 2026-09~89,0 07-16~3,0 07-12~12,0 06-13~35,2 2026-06~2257,66 06-29~155,6 05-18~17,0 05-31~174,1 06-27~286,7 07-25~116,6 08-15~11,0 08-29~20,0 08-02~148,4 07-21~29,0 06-03~48,0 07-26~108,5 08-12~1,0 06-11~112,1 07-09~85,0 06-19~11,0 08-30~110,3 06-12~343,10
105280811_492323|08-05~594,9 08-23~499,35 07-05~1780,98 06-12~1481,7 05-09~536,2 08-25~870,10 05-28~637,2 2026-08M~2235,31 05-29~796,20 08-08~418,38 05-21~363,2 05-22~231,0 07-07~474,6 05-19~70,0 07-13~297,1 07-26~428,1 05-07~502,7 05-23~391,2 07-21~435,13 08-16~396,2 05-16~874,10 06-20~639,3 05-17~1004,14 05-05~779,11 06-02~775,4 2026-08~15606,305 06-07~177,4 06-06~193,2 08-09~800,5 08-27~335,8 06-13~567,1 08-30~152,1 07-14~946,2 07-29~1161,19 07-17~851,3 07-03~406,35 2026-05~20677,250 07-23~432,4 08-17~450,16 05-15~1369,18 08-06~774,18 05-01~1305,5 05-26~460,12 06-09~1049,4 07-11~1096,1 08-14~539,8 05-08~323,1 06-14~1195,59 08-20~396,10 07-22~563,10 06-23~1018,70 07-10~149,1 06-08~768,16 2026-09~928,26 07-15~617,1 08-10~523,7 06-26~857,77 05-02~765,8 2026-05M~2070,13 06-04~979,15 08-18~556,8 08-29~227,5 08-31~373,2 05-14~392,3 2026-09M~928,26 06-30~319,4 07-28~1102,0 08-21~270,3 07-25~532,34 07-20~987,3 05-30~655,16 2026-06~20546,800 all~80619,1844 07-30~1099,31 06-28~720,57 2026-06M~1145,9 06-22~736,29 2026-07M~1365,81 08-15~171,1 06-29~444,62 07-31~1651,31 06-21~1214,54 08-11~683,4 06-24~401,81 06-27~536,55 08-24~499,5 07-02~798,16 08-02~1133,12 07-09~239,4 06-11~489,3 06-15~616,63 07-18~775,2 08-07~450,1 08-01~1102,19 08-28~302,5 08-12~184,5 08-04~1058,22 05-18~942,20 06-17~285,5 05-04~1042,10 06-03~547,15 09-02~396,10 07-04~352,18 05-12~643,3 07-24~1988,25 08-03~351,12 2026-07~22862,463 06-25~660,57 06-18~719,2 05-27~199,2 07-12~126,1 07-16~1092,13 07-27~465,8 07-01~567,65 06-19~955,8 05-03~612,7 05-20~134,0 05-24~326,0 06-10~828,20 07-08~316,4 07-06~597,3 05-31~651,28 05-13~661,9 05-11~979,7 05-06~1506,16 08-19~536,7 09-01~532,16 06-01~370,5 07-19~541,10 08-22~90,0 06-16~351,8 06-05~658,10 05-10~775,9 05-25~755,6 08-26~247,1 08-13~628,26
105280811_497414|07-22~76,2 05-03~3,1 07-25~801,74 05-13~5,0 06-16~474,14 07-17~605,91 06-23~115,0 2026-09~1199,10 06-17~55,1 08-13~1024,29 06-12~178,1 2026-07~11946,618 08-06~1111,9 07-29~377,17 06-21~275,8 08-02~758,31 08-03~654,4 07-11~24,0 06-09~6,0 2026-05~487,8 08-18~908,20 06-19~428,18 07-01~134,6 05-06~63,2 2026-05M~394,5 08-05~967,16 07-15~185,1 08-20~798,3 08-31~439,10 05-01~394,5 08-26~130,12 07-21~134,14 08-07~545,15 07-31~2167,73 06-29~230,12 07-04~214,5 07-05~227,3 06-26~126,2 06-15~517,31 08-09~905,39 08-11~747,9 07-07~437,15 08-21~253,3 06-27~5,0 08-23~107,1 2026-07M~884,10 2026-09M~1199,10 08-14~419,6 05-05~20,0 06-28~434,9 07-30~667,24 07-16~420,82 06-20~315,4 07-28~541,5 06-30~982,38 08-29~234,0 09-01~666,6 08-19~1050,4 08-22~202,6 06-14~453,22 08-16~472,7 06-22~708,10 07-26~479,14 07-18~220,7 08-15~1039,11 07-12~109,0 07-20~453,75 08-27~243,3 2026-06~5924,184 08-25~80,2 06-24~303,6 08-04~1376,49 08-28~404,24 07-13~68,0 09-02~533,4 07-02~750,4 2026-08~19634,396 06-18~64,0 2026-08M~1567,49 08-01~809,18 08-24~105,1 07-14~57,0 06-08~9,1 07-10~141,2 07-09~46,0 08-30~183,11 07-06~87,0 06-25~164,4 07-27~769,16 08-17~780,15 07-23~279,9 07-19~259,35 07-24~225,2 08-12~640,6 08-10~980,5 06-13~83,3 07-03~756,42 05-11~2,0 07-08~239,0 08-08~1272,27 all~39190,1216
105284095_494198|06-21~37,2 07-08~23,0 06-10~723,17 05-23~105,0 09-01~28,0 08-19~36,7 05-14~115,0 05-30~408,15 07-13~31,0 05-15~170,1 2026-06M~2234,38 08-12~32,9 06-23~17,0 05-25~80,2 2026-09~35,0 08-16~5,0 08-13~8,0 06-02~1326,25 08-03~13,0 06-05~181,3 2026-07M~59,0 08-21~20,0 08-04~21,6 07-04~99,1 05-27~166,2 06-09~108,2 07-26~19,4 07-23~11,2 07-22~25,12 08-23~26,0 05-21~436,2 07-28~14,2 06-30~3,0 06-27~13,0 06-07~43,0 05-29~20,0 08-28~8,0 07-30~26,3 06-06~12,0 07-07~65,3 06-11~289,19 06-13~43,3 06-08~247,0 07-10~8,0 07-29~104,29 07-02~3,0 08-02~19,2 2026-08~434,54 07-20~4,0 08-24~14,0 08-15~19,4 05-28~126,0 07-14~11,0 07-19~16,0 06-01~908,13 06-04~499,3 08-11~36,14 07-16~15,0 08-06~4,0 05-26~245,2 2026-08M~54,5 06-14~128,5 07-06~29,0 08-29~14,0 06-15~57,0 05-12~12,0 05-20~216,1 08-01~35,3 06-18~5,0 08-31~25,1 05-17~231,0 06-26~118,2 08-27~10,0 07-31~17,6 06-29~164,0 07-24~90,18 2026-06~5742,112 08-14~13,3 08-22~14,0 05-24~169,0 08-17~9,0 2026-09M~35,0 07-27~10,2 08-26~19,0 2026-05~4051,42 all~10986,301 05-31~240,4 08-09~10,2 07-01~56,0 06-24~78,1 06-03~388,8 06-25~61,0 06-12~235,6 2026-07~724,93 06-17~47,2 05-18~78,3 05-13~43,0 06-22~12,1 08-25~4,0 07-25~34,9 05-22~738,9 07-21~14,2 08-07~16,3 05-19~447,1 09-02~7,0 05-16~6,0 08-08~4,0
105284192_492357|05-30~212,4 2026-08~2,0 06-24~25,0 05-11~13,0 05-25~5,2 05-03~9,0 2026-07~9,0 05-17~8,0 05-20~29,2 06-18~5,0 2026-05M~144,2 06-13~27,0 05-01~137,2 05-26~1,0 05-08~2,0 all~2402,53 06-22~70,0 05-21~50,1 05-28~357,5 06-19~6,0 05-19~18,0 2026-06M~95,4 06-15~15,0 06-02~58,0 06-05~1,0 06-04~31,2 06-10~87,3 06-06~59,6 2026-06~683,24 07-02~3,0 06-08~19,0 06-01~37,4 05-18~84,0 06-26~25,0 05-14~4,0 06-16~20,1 05-29~196,3 07-03~6,0 08-04~2,0 06-29~25,0 05-15~34,0 06-09~5,0 05-09~12,1 06-11~67,8 06-25~13,0 06-27~8,0 06-17~43,0 06-12~17,0 06-23~20,0 2026-05~1708,29 2026-07M~3,0 05-27~234,7 05-16~46,0 05-05~11,0 05-31~239,2 05-02~7,0
105284192_492361|06-08~4,0 06-04~12,0 2026-06~122,5 06-12~8,0 06-16~19,4 all~125,5 2026-05~3,0 06-10~76,1 05-27~2,0 06-17~3,0 05-04~1,0
105284192_501202|07-25~106,0 07-04~6,0 07-24~1,0 07-27~37,1 08-28~50,0 all~373,3 2026-08~87,1 07-18~39,0 07-10~19,1 08-09~3,0 07-26~19,0 08-29~1,0 08-15~2,1 07-13~17,0 08-13~10,0 08-04~1,0 07-07~3,0 07-28~27,0 08-27~14,0 07-11~1,0 2026-07~286,2 08-18~6,0 07-23~11,0
105301207_496527|06-26~555,12 08-07~17,1 06-03~671,13 05-18~149,4 2026-06~16189,384 08-26~36,0 05-06~283,2 07-25~276,1 08-06~45,9 07-21~45,5 05-13~156,4 08-05~74,1 07-02~296,4 07-01~244,1 06-19~312,3 06-27~483,13 06-12~578,10 05-14~12,0 05-04~274,0 08-03~5,1 07-18~257,9 08-02~59,1 07-04~157,4 06-23~168,5 05-17~14,0 2026-09~114,1 06-14~484,2 07-06~385,10 06-06~521,10 08-19~81,2 09-01~84,1 05-28~713,25 07-30~223,10 06-28~239,10 06-17~352,2 06-02~570,4 08-23~22,0 08-18~20,0 07-20~32,0 08-14~164,9 06-24~233,4 05-26~34,4 05-27~300,5 08-30~11,0 05-22~256,33 05-03~360,9 05-30~198,4 08-13~18,0 07-29~222,10 2026-08~1670,54 07-03~270,1 2026-05M~426,2 07-10~87,2 06-08~613,19 2026-09M~114,1 07-14~454,3 05-02~357,2 08-12~26,0 08-09~16,0 2026-07M~540,5 08-04~85,5 06-20~396,0 2026-05~6094,135 05-05~487,3 09-02~30,0 06-13~437,7 06-10~1213,39 07-08~284,4 05-15~178,1 08-11~18,1 06-18~335,4 08-28~61,1 05-31~399,5 06-15~462,13 08-21~191,2 05-07~1,0 08-22~25,1 06-05~500,39 2026-06M~1004,13 08-17~49,1 08-08~72,5 07-17~152,2 08-20~11,0 05-25~59,0 08-31~13,0 06-29~242,5 07-31~31,6 05-21~32,0 07-07~294,0 08-16~86,4 07-12~68,0 05-11~77,2 05-20~85,3 07-26~187,23 05-12~60,0 2026-08M~144,6 08-25~11,0 05-01~69,0 06-01~434,9 07-19~136,5 07-05~582,7 07-09~224,1 06-11~2480,69 05-08~67,2 05-09~217,3 06-30~123,5 07-28~201,7 07-24~202,8 06-07~764,25 07-16~72,0 06-04~685,23 05-29~746,7 07-13~118,2 08-27~87,1 07-27~128,2 08-24~111,1 06-16~574,3 08-29~17,0 2026-07~6141,144 07-22~103,2 06-22~141,5 06-09~773,18 07-11~211,12 08-15~118,1 07-15~78,0 05-24~46,2 05-19~355,14 all~30208,718 05-10~110,1 06-25~541,10 07-23~122,3 08-01~85,5 06-21~310,3 08-10~36,2
105301207_496687|06-01~27,0 05-09~2,0 all~464,11 05-29~48,3 2026-06~93,1 05-03~6,2 07-05~24,1 05-30~270,4 05-31~1,0 2026-05~327,9 2026-06M~27,0 06-03~21,0 2026-07~44,1 06-10~16,0 07-03~5,0 07-07~15,0 06-24~26,0 06-06~3,1
105301207_497043|05-07~146,2 07-26~366,2 07-03~2166,48 06-25~2284,96 2026-08M~664,35 06-21~2849,75 2026-08~6003,294 06-02~1687,31 07-19~397,47 06-01~612,21 07-27~233,7 07-12~540,14 05-17~140,4 08-16~234,23 05-13~99,1 06-18~2745,55 08-05~24,5 05-24~161,0 09-02~137,1 06-04~821,29 07-23~581,12 07-14~428,11 08-07~49,3 06-06~971,38 07-06~1460,45 08-01~481,21 05-30~233,0 07-28~258,13 06-30~2977,115 07-17~111,8 08-22~61,1 07-02~1743,46 2026-07~23955,732 2026-09M~308,6 06-20~2496,60 07-24~294,20 08-20~66,8 05-04~294,7 05-14~56,1 08-28~39,1 05-21~86,1 05-20~115,7 2026-09~308,6 05-28~328,4 08-17~177,5 07-31~249,26 06-29~1869,75 06-03~1570,40 08-24~137,4 07-08~1210,37 06-10~1628,54 06-14~1180,38 05-12~205,5 05-22~153,2 08-11~103,10 07-20~62,0 2026-06M~2299,52 05-15~152,5 08-02~183,14 08-27~215,4 07-13~228,6 06-08~1574,41 07-10~631,14 08-09~154,10 08-13~301,5 08-06~122,7 08-21~185,6 07-18~597,30 08-30~56,2 05-29~182,7 07-15~751,11 08-04~217,10 07-05~2242,41 2026-05~5688,89 08-10~86,2 06-17~2806,80 05-03~347,2 08-29~52,0 07-29~130,3 06-07~1840,74 08-18~133,3 06-12~1231,21 05-09~71,3 06-26~2727,107 05-05~248,1 08-03~314,21 05-19~191,8 08-12~744,48 06-19~2181,122 07-01~2175,73 06-05~936,23 07-11~507,13 06-09~1002,35 05-10~120,3 05-27~120,0 05-25~266,4 08-14~154,18 05-11~155,1 06-28~2777,89 07-30~262,10 06-24~2002,75 07-07~1864,89 08-15~566,22 06-16~1492,46 07-04~1974,43 05-31~257,1 06-13~1134,51 05-16~189,2 06-27~1618,56 08-26~145,6 2026-06~55561,1852 07-16~471,14 05-23~83,0 05-18~197,3 05-02~287,7 08-31~87,4 2026-07M~3918,119 06-22~3361,124 07-22~606,17 08-25~187,1 06-11~1846,72 07-09~627,16 2026-05M~641,15 06-15~1589,39 05-06~192,0 05-01~354,8 05-08~159,0 07-25~389,6 06-23~1756,70 05-26~102,0 08-23~327,16 09-01~171,5 08-19~194,5 07-21~403,10 all~91515,2973 08-08~210,9
