btag|paths|landing|packed
104363979_485984|3|00000004:/es/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000035:/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000061:/pt/150-BONUS-UP-TO-2000-EUR-50-Free-Spins|08-16~1,1,1,1,1 06-28~3,3,2,2,2 06-25~2,1,0,0,0 05-27~4,4,1,1,1 07-25~2,2,2,2,2 06-17~1,1,1,1,1 05-12~2,2,0,0,0 05-02~1,1,0,0,0 06-15~1,1,1,1,1 06-03~1,1,1,1,1 07-31~1,1,1,1,1 08-12~1,1,1,1,1 05-15~3,3,3,3,3 07-29~1,1,1,1,1 05-24~2,2,2,2,2 07-15~1,1,1,1,1 08-19~1,1,1,1,1 06-27~1,1,1,1,1 06-18~4,3,2,2,2 07-13~2,2,1,1,1 06-05~1,1,1,1,1 07-12~3,2,0,0,0 05-21~1,1,1,1,1 07-22~2,2,2,2,2 08-11~1,1,1,1,1 07-21~1,1,1,1,1 05-14~2,2,2,2,2 08-14~3,3,3,3,3 07-11~4,4,1,0,0 05-13~4,4,3,2,2 06-19~6,4,1,0,0 07-02~1,1,0,0,0 06-16~2,2,2,2,2 05-18~3,3,3,2,2 08-06~1,1,1,1,1 06-02~1,1,1,1,1 07-24~1,1,1,1,1 08-13~1,1,1,1,1 06-29~3,2,1,1,1 08-17~1,1,1,1,1 07-10~1,1,0,0,0 05-19~4,4,4,4,4 07-28~1,1,1,1,1 08-15~2,2,2,2,2 05-20~3,3,3,3,3 06-01~1,1,0,0,0 06-23~4,4,2,2,2 07-04~1,1,0,0,0 08-02~1,1,1,1,1 07-20~3,2,2,2,2 08-05~2,2,2,2,2 07-23~1,1,1,1,1 06-26~2,2,1,1,1 08-18~2,2,2,2,2 07-27~1,1,1,1,1 06-09~1,1,0,0,0 all~100,94,72,68,68
104492471_494694|5|00000001:/fr/special-bonus/up-to-200 00000002:/es/special-bonus/up-to-200 00000002:/ja/special-bonus/up-to-200 00000005:/de/special-bonus/up-to-200 00000031:/special-bonus/up-to-200|05-20~10,9,6,6,6 05-16~8,8,7,5,4 05-25~1,1,1,1,1 05-26~1,1,1,1,1 all~41,41,35,28,26 05-22~4,2,2,2,2 05-21~4,3,3,3,3 05-19~14,12,10,4,3 05-18~6,6,6,4,4
104601415_487606|4|00000001:/de/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000001:/pt/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000003:/fr/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000035:/150-BONUS-UP-TO-2000-EUR-50-Free-Spins|05-03~1,1,0,0,0 08-18~1,1,1,0,0 06-02~2,2,2,2,0 08-17~1,1,0,0,0 06-01~1,1,1,1,0 06-22~1,1,0,0,0 07-11~1,1,1,0,0 08-16~1,1,1,0,0 07-15~2,2,0,0,0 08-02~1,1,0,0,0 05-31~1,1,1,0,0 06-30~1,1,0,0,0 05-20~1,1,0,0,0 07-06~2,2,0,0,0 05-04~1,1,0,0,0 07-08~1,1,0,0,0 08-01~1,1,1,0,0 06-04~1,1,0,0,0 06-21~1,1,0,0,0 08-28~1,1,1,0,0 05-21~1,1,0,0,0 08-24~1,1,1,1,0 07-20~1,1,0,0,0 06-08~1,1,1,1,0 05-13~2,2,0,0,0 07-05~1,1,1,1,0 06-09~2,1,0,0,0 08-10~1,1,0,0,0 06-06~1,1,0,0,0 05-06~1,1,0,0,0 05-16~1,1,1,1,0 07-23~1,1,1,1,0 08-22~1,1,0,0,0 06-25~1,1,1,0,0 08-04~1,1,0,0,0 06-05~1,1,0,0,0 05-22~2,2,1,0,0 08-26~1,1,0,0,0 all~40,39,16,8,1
104619259_492958|2|00000002:/special-bonus/up-to-200 00000107:/es/special-bonus/up-to-200|06-30~1,1,0,0,0 05-27~1,1,0,0,0 05-18~4,4,0,0,0 06-04~2,1,1,1,0 05-17~6,4,1,0,0 08-07~1,1,0,0,0 05-31~2,2,0,0,0 05-16~12,9,1,0,0 05-15~18,17,6,2,0 05-14~5,5,2,2,0 05-29~1,0,0,0,0 all~109,108,25,13,1 06-07~1,1,0,0,0 05-13~25,24,9,6,1 05-19~2,2,1,0,0 05-12~40,39,0,0,0 06-26~1,1,0,0,0 06-08~2,1,0,0,0 07-08~1,1,0,0,0 05-28~2,2,1,1,0 06-05~1,0,0,0,0 06-03~2,1,0,0,0 06-20~1,1,0,0,0 06-01~1,1,0,0,0 06-06~3,2,1,0,0 06-24~1,1,1,0,0 05-04~3,3,0,0,0 06-09~1,0,0,0,0 06-21~1,1,0,0,0
104768250_488475|3|00000001:/de/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000001:/tr/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000064:/150-BONUS-UP-TO-2000-EUR-50-Free-Spins|06-18~1,1,0,0,0 08-19~2,2,1,0,0 06-03~1,1,1,1,0 07-17~1,1,0,0,0 05-24~3,3,1,1,0 08-16~1,1,1,0,0 05-06~1,1,0,0,0 05-04~1,1,0,0,0 05-18~1,1,0,0,0 08-15~1,1,0,0,0 08-02~1,1,0,0,0 05-22~1,1,0,0,0 05-21~2,2,2,0,0 07-26~2,2,0,0,0 05-08~2,2,0,0,0 08-21~1,1,1,1,0 05-05~3,3,0,0,0 05-15~1,1,0,0,0 07-09~1,1,1,1,1 05-26~2,2,0,0,0 06-06~1,1,0,0,0 07-28~1,1,1,1,0 07-05~1,1,0,0,0 05-19~4,4,0,0,0 06-17~1,1,1,1,1 08-29~2,2,1,1,0 08-25~2,2,0,0,0 07-01~1,1,0,0,0 07-03~1,1,0,0,0 06-02~5,5,2,1,0 06-22~1,1,0,0,0 05-03~2,2,0,0,0 05-17~3,3,2,1,0 07-13~1,1,0,0,0 06-12~1,0,0,0,0 05-13~1,1,0,0,0 06-21~1,1,0,0,0 05-01~1,1,0,0,0 05-14~2,2,0,0,0 05-09~2,2,0,0,0 05-16~2,2,2,1,0 07-12~1,0,0,0,0 05-25~2,2,1,0,0 06-04~2,1,1,1,0 05-11~1,1,0,0,0 05-23~1,1,0,0,0 all~66,66,20,13,3
104806457_492367|4|00000001:/pt 00000002:/de 00000009:/fr 00000065:/|08-06~2,2,1,1,0 05-01~2,2,0,0,0 06-16~2,1,0,0,0 08-17~2,2,2,2,0 06-29~1,1,0,0,0 07-10~1,0,0,0,0 07-06~2,0,0,0,0 05-29~1,1,0,0,0 07-25~1,0,0,0,0 08-08~2,2,0,0,0 08-18~1,0,0,0,0 06-26~2,0,0,0,0 05-31~1,1,1,0,0 07-20~2,1,1,1,0 05-27~1,0,0,0,0 07-21~1,1,0,0,0 05-03~1,1,0,0,0 06-27~1,0,0,0,0 07-31~1,1,1,1,0 08-23~2,1,0,0,0 08-20~1,1,0,0,0 05-16~1,1,0,0,0 08-01~1,0,0,0,0 06-18~2,1,1,0,0 07-16~1,0,0,0,0 07-09~1,1,0,0,0 06-28~1,1,0,0,0 08-16~1,0,0,0,0 06-05~1,1,0,0,0 05-06~1,1,0,0,0 07-22~1,0,0,0,0 07-07~1,1,0,0,0 06-30~2,2,2,0,0 06-14~2,2,1,1,1 08-09~2,2,1,0,0 all~77,52,20,13,2 05-17~1,0,0,0,0 06-19~2,1,1,0,0 08-27~2,2,0,0,0 06-06~1,0,0,0,0 07-01~2,1,0,0,0 06-21~1,0,0,0,0 08-12~1,1,0,0,0 05-30~3,2,0,0,0 05-19~1,1,0,0,0 08-15~1,1,0,0,0 05-23~1,1,1,1,0 07-03~1,1,1,0,0 05-25~5,5,2,2,0 05-05~2,1,0,0,0 05-07~3,1,0,0,0 05-15~1,1,1,1,1 05-13~1,1,0,0,0 05-12~2,2,0,0,0 07-15~1,0,0,0,0 05-02~1,0,0,0,0 08-29~1,1,1,1,0 06-17~1,1,1,0,0 06-10~1,0,0,0,0
104806457_492368|2|00000004:/fr 00000006:/|07-17~1,1,1,1,0 07-20~1,1,0,0,0 07-13~1,1,0,0,0 06-19~1,1,1,0,0 08-09~1,1,1,0,0 08-19~1,1,0,0,0 08-03~1,0,0,0,0 08-25~1,0,0,0,0 05-29~1,1,0,0,0 08-01~1,0,0,0,0 07-01~2,0,0,0,0 08-15~1,1,1,1,0 all~10,6,4,2,0
104902940_489586|2|00000002:/de/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000004:/150-BONUS-UP-TO-2000-EUR-50-Free-Spins|08-22~1,1,0,0,0 05-29~3,3,3,0,0 05-25~2,2,1,0,0 06-16~1,1,0,0,0 all~6,6,3,0,0
104905419_493578|2|00000006:/fr/special-bonus/up-to-200 00000046:/special-bonus/up-to-200|05-27~1,1,0,0,0 05-13~9,7,3,0,0 05-15~4,2,2,0,0 05-17~1,0,0,0,0 05-19~5,2,1,1,0 05-25~4,2,2,1,0 06-01~1,0,0,0,0 06-02~2,0,0,0,0 05-30~2,0,0,0,0 05-07~6,6,0,0,0 06-03~2,0,0,0,0 05-18~5,2,1,1,0 05-09~2,2,0,0,0 06-04~3,0,0,0,0 05-20~5,2,0,0,0 06-06~2,0,0,0,0 05-28~3,1,0,0,0 05-22~5,2,0,0,0 06-08~3,0,0,0,0 05-08~15,15,0,0,0 05-12~6,5,0,0,0 05-14~9,3,3,0,0 05-26~3,1,1,0,0 06-07~1,0,0,0,0 05-16~4,1,0,0,0 05-11~5,5,0,0,0 06-09~1,0,0,0,0 05-29~2,0,0,0,0 05-23~1,0,0,0,0 05-21~3,1,1,1,0 05-24~1,0,0,0,0 all~52,51,14,6,2
104905643_492987|5|00000001:/de/special-bonus/up-to-200 00000001:/es/special-bonus/up-to-200 00000001:/pt/special-bonus/up-to-200 00000007:/fr/special-bonus/up-to-200 00000044:/special-bonus/up-to-200|05-15~1,1,1,1,0 05-04~2,2,0,0,0 06-04~2,2,2,1,1 05-20~1,1,1,0,0 05-16~2,2,1,0,0 05-23~2,2,0,0,0 05-30~2,2,0,0,0 05-09~1,1,0,0,0 05-08~3,3,0,0,0 05-12~4,4,0,0,0 07-01~1,1,1,1,1 06-01~1,1,1,1,0 06-02~2,2,1,1,1 05-05~1,1,0,0,0 05-28~1,1,0,0,0 06-05~1,1,1,1,0 05-17~3,2,0,0,0 05-26~1,1,1,0,0 05-22~1,1,0,0,0 05-11~1,1,0,0,0 05-21~4,4,2,0,0 05-24~4,4,1,1,0 05-06~1,1,0,0,0 05-31~1,1,0,0,0 07-09~1,1,0,0,0 05-10~1,1,0,0,0 05-07~3,3,0,0,0 05-29~2,2,0,0,0 05-19~1,0,0,0,0 06-08~1,1,0,0,0 06-06~3,2,1,1,0 05-27~2,2,1,0,0 05-13~2,2,0,0,0 all~54,53,15,8,3
104923577_496887|1|00000027:/|07-25~4,0,0,0,0 05-30~9,9,6,0,0 06-02~1,1,1,1,1 06-01~17,17,6,2,2 all~27,27,13,3,3
104956447_497530|2|00000001:/ 00000185:/es|06-23~1,0,0,0,0 08-25~1,0,0,0,0 06-11~2,0,0,0,0 07-10~5,0,0,0,0 06-04~9,1,1,0,0 06-05~1,0,0,0,0 08-15~1,0,0,0,0 06-30~7,4,0,0,0 07-13~4,2,2,1,0 06-24~5,1,0,0,0 06-21~4,1,0,0,0 07-07~4,0,0,0,0 07-03~3,0,0,0,0 06-22~4,0,0,0,0 07-05~7,3,1,0,0 06-14~8,1,0,0,0 06-15~5,1,0,0,0 07-09~4,3,1,1,0 07-15~4,0,0,0,0 06-27~11,2,1,1,0 06-16~8,5,1,0,0 07-16~8,2,2,0,0 07-04~4,1,1,1,0 07-08~5,0,0,0,0 07-12~3,0,0,0,0 06-13~5,2,0,0,0 06-12~3,1,1,0,0 06-20~8,4,0,0,0 06-17~2,1,0,0,0 07-11~9,2,1,1,0 07-14~6,0,0,0,0 07-01~8,2,0,0,0 06-29~4,2,1,1,0 07-20~1,1,1,1,0 06-09~3,0,0,0,0 06-19~7,1,1,1,0 07-06~5,3,2,2,0 06-25~13,0,0,0,0 06-28~12,4,1,1,0 07-02~2,1,0,0,0 08-04~2,0,0,0,0 07-17~1,0,0,0,0 06-26~7,4,1,1,0 07-23~2,0,0,0,0 06-08~2,2,0,0,0 all~186,54,19,12,0
105155591_492466|5|00000004:/es/crypto-casino 00000007:/de/crypto-casino 00000012:/no/crypto-casino 00000033:/crypto-casino 00000146:/pt/crypto-casino|05-11~12,5,0,0,0 06-04~2,2,0,0,0 06-21~1,0,0,0,0 06-03~5,3,0,0,0 05-18~1,1,0,0,0 05-26~12,9,4,4,4 06-22~1,1,0,0,0 05-19~1,1,1,1,1 05-31~2,1,0,0,0 05-02~1,0,0,0,0 05-12~7,5,0,0,0 06-02~4,2,0,0,0 05-04~1,0,0,0,0 05-05~5,2,0,0,0 06-11~1,0,0,0,0 05-10~5,5,0,0,0 05-21~6,6,5,5,5 05-01~17,9,0,0,0 05-06~9,9,0,0,0 06-09~3,3,3,3,3 05-27~10,6,5,4,4 05-15~18,15,4,0,0 05-09~5,5,0,0,0 05-25~24,14,9,8,8 05-29~6,5,4,4,4 05-22~9,8,5,5,5 05-14~9,9,5,5,5 05-08~10,10,0,0,0 06-19~2,1,0,0,0 05-23~18,16,11,8,8 05-07~5,5,0,0,0 06-01~5,3,0,0,0 05-17~2,1,0,0,0 05-28~2,1,0,0,0 05-16~4,4,0,0,0 05-13~8,8,0,0,0 06-06~2,1,0,0,0 05-03~4,1,0,0,0 05-24~15,14,10,5,3 05-20~3,3,2,1,1 05-30~4,2,0,0,0 all~202,153,68,58,56
105156098_491469|9|00000001:/it/crypto-sportsbook 00000001:/ja/crypto-sportsbook 00000001:/no/crypto-sportsbook 00000001:/pt/crypto-sportsbook 00000003:/el/crypto-sportsbook 00000009:/de/crypto-sportsbook 00000013:/es/crypto-sportsbook 00000041:/crypto-sportsbook|05-17~1,0,0,0,0 06-06~2,0,0,0,0 05-16~2,0,0,0,0 05-09~5,1,0,0,0 06-10~1,0,0,0,0 05-08~5,1,0,0,0 06-13~1,0,0,0,0 07-19~1,0,0,0,0 05-10~5,1,0,0,0 06-03~2,1,1,1,1 05-15~9,2,1,1,0 06-12~2,0,0,0,0 07-30~3,0,0,0,0 05-20~1,0,0,0,0 05-28~1,0,0,0,0 05-23~9,1,0,0,0 05-26~1,0,0,0,0 05-03~1,0,0,0,0 06-15~1,0,0,0,0 05-04~1,0,0,0,0 05-05~11,0,0,0,0 08-04~1,1,1,1,0 05-30~3,0,0,0,0 05-25~2,1,1,1,1 05-11~8,0,0,0,0 all~71,12,3,3,3
105156098_497054|9|00000001:/it/sport-promocode 00000001:/tr/sport-promocode 00000002:/fr/sport-promocode 00000002:/no/sport-promocode 00000005:/pt/sport-promocode 00000008:/de/sport-promocode 00000016:/es/sport-promocode 00000064:/sport-promocode|06-18~1,1,0,0,0 07-30~1,0,0,0,0 06-03~1,1,0,0,0 07-17~1,0,0,0,0 08-16~1,1,0,0,0 08-01~1,0,0,0,0 07-20~1,1,1,0,0 08-17~1,0,0,0,0 06-13~1,1,0,0,0 08-02~4,3,1,0,0 06-16~3,3,2,1,0 07-07~1,0,0,0,0 08-13~16,14,2,1,0 07-09~6,5,2,1,0 07-06~1,1,1,1,0 07-19~5,5,1,0,0 06-06~6,6,0,0,0 07-05~1,0,0,0,0 06-05~4,4,0,0,0 06-20~5,5,1,1,0 06-17~1,1,0,0,0 06-01~8,6,3,0,0 07-21~17,14,2,0,0 06-02~2,1,0,0,0 06-22~3,3,1,0,0 06-12~5,5,0,0,0 07-22~3,3,1,1,0 06-21~1,1,0,0,0 06-15~2,2,0,0,0 06-11~1,0,0,0,0 07-29~13,12,3,1,0 06-04~1,1,0,0,0 07-25~1,1,0,0,0 06-30~1,1,0,0,0 all~100,91,21,10,1
105157473_491662|7|00000002:/el/crypto-sportsbook 00000002:/it/crypto-sportsbook 00000003:/pt/crypto-sportsbook 00000004:/es/crypto-sportsbook 00000009:/fr/crypto-sportsbook 00000011:/de/crypto-sportsbook 00000139:/crypto-sportsbook|06-01~4,0,0,0,0 08-11~1,0,0,0,0 06-17~1,0,0,0,0 08-29~1,0,0,0,0 07-12~2,0,0,0,0 08-23~1,0,0,0,0 06-26~2,0,0,0,0 08-18~2,0,0,0,0 06-08~1,0,0,0,0 05-10~7,0,0,0,0 06-09~1,0,0,0,0 08-19~1,0,0,0,0 06-27~6,1,1,1,0 07-28~2,0,0,0,0 06-03~4,2,0,0,0 07-27~1,0,0,0,0 05-09~6,2,0,0,0 06-21~1,0,0,0,0 08-02~2,0,0,0,0 07-03~1,0,0,0,0 08-16~1,0,0,0,0 06-28~1,0,0,0,0 08-13~4,1,1,1,1 05-04~5,1,0,0,0 05-13~4,0,0,0,0 07-20~1,0,0,0,0 07-11~1,0,0,0,0 05-20~7,0,0,0,0 08-01~2,0,0,0,0 05-30~4,0,0,0,0 05-29~13,3,3,3,1 05-26~4,1,1,1,1 07-10~1,0,0,0,0 07-22~3,1,1,1,0 08-10~1,0,0,0,0 05-27~7,1,1,1,0 06-07~1,0,0,0,0 06-18~1,0,0,0,0 08-26~1,0,0,0,0 07-14~1,0,0,0,0 05-17~9,2,2,2,1 08-28~1,0,0,0,0 06-16~2,0,0,0,0 05-03~21,6,0,0,0 08-27~2,0,0,0,0 06-19~2,0,0,0,0 05-08~6,1,0,0,0 05-14~6,2,2,2,0 07-21~1,0,0,0,0 06-14~1,0,0,0,0 07-05~1,0,0,0,0 06-22~1,0,0,0,0 05-23~6,2,2,0,0 05-24~4,0,0,0,0 06-06~2,0,0,0,0 07-19~2,0,0,0,0 08-15~2,0,0,0,0 08-09~1,0,0,0,0 07-26~1,0,0,0,0 08-24~1,0,0,0,0 05-19~9,3,3,1,0 05-28~10,1,1,1,0 07-08~1,0,0,0,0 05-05~4,2,0,0,0 07-13~1,0,0,0,0 05-07~11,5,0,0,0 07-04~1,0,0,0,0 08-21~2,0,0,0,0 08-20~1,0,0,0,0 07-16~1,0,0,0,0 06-02~6,0,0,0,0 07-17~2,0,0,0,0 06-10~1,0,0,0,0 08-22~1,0,0,0,0 07-18~10,3,3,3,0 08-05~2,0,0,0,0 05-11~2,0,0,0,0 05-01~4,1,0,0,0 05-25~2,0,0,0,0 08-06~1,0,0,0,0 05-18~3,1,1,1,0 06-25~3,0,0,0,0 07-02~2,0,0,0,0 06-05~3,0,0,0,0 07-25~1,0,0,0,0 06-29~2,0,0,0,0 08-17~3,0,0,0,0 05-31~3,1,0,0,0 06-24~1,0,0,0,0 08-08~1,0,0,0,0 07-24~1,0,0,0,0 05-15~7,2,0,0,0 05-21~5,0,0,0,0 05-22~8,2,2,1,0 08-04~2,0,0,0,0 08-14~3,1,1,1,1 05-06~10,1,0,0,0 05-16~2,0,0,0,0 06-04~3,0,0,0,0 05-02~9,1,0,0,0 05-12~7,1,0,0,0 07-06~1,0,0,0,0 07-01~1,0,0,0,0 all~170,59,28,25,9
105157473_497065|9|00000001:/fr/sport-promocode 00000001:/it/sport-promocode 00000001:/no/sport-promocode 00000001:/tr/sport-promocode 00000002:/es/sport-promocode 00000002:/pt/sport-promocode 00000005:/de/sport-promocode 00000088:/sport-promocode|08-18~4,3,0,0,0 06-26~3,3,1,1,0 07-05~2,2,0,0,0 06-12~4,3,3,0,0 07-26~1,1,0,0,0 06-14~3,3,2,1,0 08-28~7,6,4,2,0 08-11~2,2,0,0,0 08-13~2,2,0,0,0 06-18~1,0,0,0,0 07-16~1,0,0,0,0 07-06~4,4,0,0,0 08-25~2,2,0,0,0 07-10~1,1,0,0,0 07-09~2,1,0,0,0 06-05~2,2,0,0,0 06-19~3,2,1,1,0 06-08~1,1,0,0,0 07-21~1,1,1,1,0 06-21~3,3,0,0,0 08-12~3,3,0,0,0 07-04~2,1,0,0,0 08-07~3,3,1,0,0 08-17~2,2,1,1,0 06-29~2,1,1,1,0 07-15~3,2,0,0,0 07-12~2,2,0,0,0 07-19~3,3,2,2,1 06-30~2,1,0,0,0 08-20~1,0,0,0,0 06-09~2,2,0,0,0 08-24~3,3,0,0,0 07-01~3,2,1,0,0 06-13~4,4,0,0,0 07-28~1,1,0,0,0 07-08~1,0,0,0,0 08-05~1,0,0,0,0 06-27~5,4,1,1,0 08-19~2,2,1,0,0 06-01~2,2,2,0,0 07-27~1,1,0,0,0 08-10~2,2,1,0,0 08-29~7,5,0,0,0 07-13~5,4,0,0,0 08-23~3,3,0,0,0 06-10~1,1,0,0,0 07-03~1,1,1,0,0 08-04~1,1,1,1,1 07-02~4,4,0,0,0 06-28~6,6,1,1,0 08-16~3,2,0,0,0 07-18~2,1,0,0,0 06-22~1,0,0,0,0 06-20~2,1,0,0,0 07-07~1,1,0,0,0 08-01~1,1,0,0,0 07-23~3,3,1,1,0 08-21~2,2,0,0,0 07-17~2,1,0,0,0 07-14~6,5,2,2,2 07-30~2,2,1,1,0 07-20~1,1,0,0,0 06-25~1,1,0,0,0 07-24~3,3,0,0,0 06-07~2,2,0,0,0 all~102,96,29,18,5
105191727_492371|3|00000004:/special-bonus/up-to-200 00000005:/pt/special-bonus/up-to-200 00000057:/es/special-bonus/up-to-200|05-04~11,7,0,0,0 05-13~4,4,4,4,4 05-07~8,6,0,0,0 all~66,63,16,14,11 05-08~7,7,0,0,0 05-05~10,6,0,0,0 05-03~28,28,0,0,0 05-06~2,1,0,0,0 05-29~2,2,2,0,0 05-09~3,3,0,0,0
105266505_492220|4|00000001:/fr/crypto-casino 00000002:/pt/crypto-casino 00000007:/de/crypto-casino 00000031:/crypto-casino|06-04~1,0,0,0,0 08-12~1,0,0,0,0 08-08~1,1,0,0,0 05-17~5,1,0,0,0 06-22~1,0,0,0,0 08-04~1,0,0,0,0 05-18~5,1,0,0,0 05-21~2,1,0,0,0 05-20~3,2,1,0,0 05-27~1,0,0,0,0 05-14~5,4,2,0,0 05-25~1,0,0,0,0 06-01~1,1,0,0,0 07-22~1,0,0,0,0 06-05~2,1,0,0,0 05-24~3,1,1,1,0 08-01~1,1,0,0,0 07-21~1,0,0,0,0 06-26~1,0,0,0,0 05-16~2,1,1,0,0 05-31~1,0,0,0,0 06-20~1,0,0,0,0 07-25~1,0,0,0,0 06-10~1,0,0,0,0 08-23~1,0,0,0,0 05-30~1,0,0,0,0 08-03~1,1,1,1,0 06-16~1,0,0,0,0 08-16~1,0,0,0,0 06-25~1,0,0,0,0 05-15~6,2,1,0,0 all~41,19,7,2,0
105280811_492323|3|00000001:/no/special-bonus/up-to-200 00000006:/de/special-bonus/up-to-200 00000102:/special-bonus/up-to-200|05-21~3,3,1,1,0 05-10~8,6,0,0,0 05-11~8,6,0,0,0 05-02~3,3,0,0,0 05-17~2,2,2,2,0 05-07~6,6,0,0,0 05-06~10,10,0,0,0 06-16~1,1,0,0,0 05-09~6,5,0,0,0 05-16~4,4,1,1,1 05-27~2,2,1,1,0 06-21~1,1,0,0,0 05-05~11,10,0,0,0 06-04~2,2,2,2,1 05-22~1,1,1,1,0 05-14~5,5,0,0,0 05-30~1,0,0,0,0 05-01~3,3,0,0,0 06-01~2,2,0,0,0 06-08~1,1,1,0,0 05-29~4,3,3,2,2 05-08~3,3,0,0,0 05-28~2,2,1,1,0 05-26~3,3,0,0,0 05-03~7,7,0,0,0 05-25~2,2,1,1,0 05-15~4,3,1,1,0 05-13~4,4,2,1,0 05-24~2,1,0,0,0 06-02~8,7,3,3,3 05-04~7,7,0,0,0 05-23~1,1,1,1,0 05-12~5,4,0,0,0 all~109,109,28,26,13
105280811_497414|2|00000001:/pt/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000088:/150-BONUS-UP-TO-2000-EUR-50-Free-Spins|06-16~2,1,1,1,0 08-06~1,1,0,0,0 08-13~1,1,0,0,0 07-22~1,1,0,0,0 07-19~4,3,1,1,1 06-23~3,2,0,0,0 07-18~4,3,1,0,0 06-18~2,0,0,0,0 06-15~6,6,4,3,1 06-08~3,3,0,0,0 07-03~4,4,3,3,1 08-02~4,3,1,0,0 06-20~4,3,2,2,1 07-17~1,1,1,1,1 07-30~3,1,0,0,0 08-10~4,4,0,0,0 06-09~2,1,1,0,0 06-30~1,1,0,0,0 08-11~2,2,0,0,0 08-23~1,1,0,0,0 07-06~2,1,0,0,0 07-27~1,0,0,0,0 07-29~2,1,0,0,0 07-26~3,3,1,1,0 08-04~2,2,2,2,1 06-26~2,2,1,1,0 07-14~3,3,0,0,0 06-14~6,6,2,2,1 06-19~3,3,3,2,1 07-25~4,3,1,0,0 06-25~9,8,5,1,0 08-09~5,5,0,0,0 08-05~2,1,0,0,0 07-31~5,4,4,3,2 06-21~7,5,2,2,1 07-20~1,1,1,1,1 07-21~1,1,0,0,0 06-29~1,1,1,1,0 06-12~2,2,1,1,0 07-24~5,4,2,2,0 08-16~3,3,1,1,0 06-28~4,4,2,1,0 06-22~4,3,3,2,1 07-04~3,3,1,1,0 07-07~1,0,0,0,0 07-02~1,1,0,0,0 08-03~1,1,0,0,0 06-04~1,0,0,0,0 07-16~7,6,1,1,1 06-24~2,2,1,1,1 07-05~2,2,1,1,1 07-15~1,1,0,0,0 all~89,87,49,41,22
105284095_494198|2|00000002:/special-bonus/up-to-200 00000076:/de/special-bonus/up-to-200|06-04~9,7,3,2,0 06-13~1,0,0,0,0 06-06~1,0,0,0,0 06-07~2,1,0,0,0 06-01~8,6,2,2,1 06-05~6,5,1,1,0 05-27~3,1,0,0,0 05-22~6,3,2,2,1 05-31~2,1,0,0,0 06-09~2,0,0,0,0 05-19~12,11,3,2,1 05-15~6,6,3,2,1 06-08~2,1,0,0,0 05-21~4,4,3,3,1 05-17~2,2,1,1,0 05-26~3,3,1,1,1 05-23~3,2,1,1,0 05-25~5,4,1,0,0 05-14~7,7,1,1,0 05-30~4,3,2,2,1 06-11~2,0,0,0,0 06-10~9,6,4,2,0 05-24~4,4,2,2,1 06-12~1,0,0,0,0 06-02~4,3,0,0,0 05-16~1,0,0,0,0 05-20~4,4,1,0,0 06-03~5,4,2,2,0 05-18~7,6,1,0,0 all~78,77,33,28,11
105284192_492357|2|00000001:/no/crypto-casino 00000105:/crypto-casino|05-21~6,3,2,2,0 06-15~2,0,0,0,0 06-04~1,1,1,1,0 05-18~3,1,1,1,0 05-04~2,2,0,0,0 06-16~4,2,1,0,0 06-23~3,1,0,0,0 05-16~4,2,1,1,0 05-25~4,2,0,0,0 05-27~8,4,3,2,1 07-03~2,1,0,0,0 05-11~1,1,0,0,0 06-09~3,0,0,0,0 06-08~2,1,0,0,0 06-12~1,0,0,0,0 05-01~2,1,0,0,0 05-02~2,2,0,0,0 06-05~1,0,0,0,0 05-26~1,0,0,0,0 05-05~1,0,0,0,0 06-25~2,1,1,1,0 06-17~2,1,0,0,0 06-26~3,1,1,1,0 05-29~4,2,2,2,1 05-14~2,0,0,0,0 05-03~1,0,0,0,0 05-19~3,1,0,0,0 06-22~2,1,1,1,0 07-02~1,0,0,0,0 06-11~3,0,0,0,0 05-31~2,2,1,1,0 06-01~1,0,0,0,0 05-20~4,1,0,0,0 05-17~2,1,0,0,0 06-06~3,1,1,1,0 06-10~3,1,1,1,0 05-30~3,0,0,0,0 06-02~1,0,0,0,0 06-07~1,0,0,0,0 06-29~1,0,0,0,0 06-19~1,0,0,0,0 05-09~1,0,0,0,0 05-08~2,0,0,0,0 05-28~8,3,2,2,1 06-18~2,0,0,0,0 05-15~4,1,0,0,0 06-27~3,0,0,0,0 06-13~2,1,1,1,0 all~106,41,20,18,4
105284192_492361|2|00000001:/crypto-casino 00000009:/es/crypto-casino|06-10~2,1,1,0,0 06-12~1,1,1,0,0 06-04~1,0,0,0,0 06-16~2,2,1,0,0 05-27~1,0,0,0,0 06-08~1,0,0,0,0 06-17~1,1,0,0,0 05-04~1,0,0,0,0 all~10,5,3,0,0
